ID	SMILES
2020	CC1=CC=CC(=C1NC(=O)CN2CCCC2=O)C
2021	CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
2022	CN1CC(=O)N=C1NC(=O)NC2=CC(=CC=C2)Cl
2023	O=C1NC(=O)C2=CC=CC=C2O1
2024	O=C1NC=NC2=C1[NH]C=N2
2025	O=C1NC2=C(C=CC=C2)N1C3CCNCC3
2026	O=C1NOC2=C1CCNC2
2027	N[Pt]1(N)OC(=O)[C]2(C[CH2]C2)C(=O)O1
2028	CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
2029	CC1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3CCC12C
2030	O=C1\C(NC2=C1C=CC=C2)=C3/NC4=C(C=CC=C4)C3=O
2031	CC1(C)OC2=C(C=C(C=C2)C#N)C(C1O)N3CCCC3=O
2032	OCC1CCC(O1)[N]2C=NC3=C2N=CNC3=O
2033	CC1=CC=NC2=C1NC(=O)C3=CC=CN=C3N2C4CC4
2034	CC1CCC2(OC1)OC3CC4C5CCC6CC(O)CCC6(C)C5CC(=O)C4(C)C3C2C
2035	O=C1N(CCCCN2CCN(CC2)C3=NC=CC=N3)[S](=O)(=O)C4=CC=CC=C14
2036	CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C
2037	O=C1N(C2=CC=CC=C2)C3=CC=CC=C3C1(CC4=CC=NC=C4)CC5=CC=NC=C5
2038	O=C1NCN(C2=CC=CC=C2)C13CCN(CC3)CC4COC5=C(O4)C=CC=C5
2039	CN1CC(=O)N2C(CC3=C([NH]C4=C3C=CC=C4)C2C5=CC=C6OCOC6=C5)C1=O
2040	CCCCCC(C=O)=CC1=CC=CC=C1
2041	COC1=CC2=CC=C(C=O)C=C2C=C1
2042	O=CC1=CC=CC=C1C=O
2043	CCOC(=O)C(=O)C1=CSC(=N1)NC=O
2044	NNC(=O)C[P](=O)(C1=CC=CC=C1)C2=CC=CC=C2
2045	CC(C)O[P](=O)(C[P](=O)(OC(C)C)OC(C)C)OC(C)C
2046	O[P](O)(=O)CN1C(=O)C(=O)NC2=CC(=C(C=C12)N3CCOCC3)C(F)(F)F
2047	NC(CO[P](O)(O)=O)C(O)=O
2048	NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O
2049	ClCCN[P]1(=O)OCCCN1CCCl
2050	CC[S](=O)(=O)C1=CC=C(OC)C(=C1)C(=O)OC
2051	CC[S](=O)(=O)CC[N]1C(=NC=C1[N+]([O-])=O)C
2052	CO[P](=S)(OC)OC1=CC=C(C=C1)[S](=O)(=O)N(C)C
2053	CCCN(CCC)[S](=O)(=O)C1=CC=C(C=C1)C(O)=O
2054	OC(=O)C1=CC=C(C=C1)[S](=O)(=O)N(Cl)Cl
2055	CC(C)NC(=O)N[S](=O)(=O)C1=C(NC2=CC(=CC=C2)C)C=CN=C1
2056	CCCNC(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1
2057	NC(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1
2058	COC1=NC=NC(=C1)N[S](=O)(=O)C2=CC=C(N)C=C2
2059	NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(Cl)N=N2
2060	OC(=O)C1=CC(=CC=C1O)N=NC2=CC=C(C=C2)[S](=O)(=O)NC3=NC=CC=C3
2061	CC1=NC(=NC(=C1)C)N[S](=O)(=O)C2=CC=C(N)C=C2
2062	CC1=CC=NC(=N1)N[S](=O)(=O)C2=CC=C(N)C=C2
2063	CC1=CN=C(N[S](=O)(=O)C2=CC=C(N)C=C2)N=C1
2064	COC1=CN=C(N[S](=O)(=O)C2=CC=C(N)C=C2)N=C1
2065	NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CS2
2066	OC(=O)CCC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CS2
2067	OC(=O)C1=C(C=CC=C1)C(=O)NC2=CC=C(C=C2)[S](=O)(=O)NC3=NC=CS3
2068	COC1=NC=NC(=C1OC)N[S](=O)(=O)C2=CC=C(N)C=C2
2069	CCC1=NN=C(N[S](=O)(=O)C2=CC=C(N)C=C2)S1
2070	OC(=O)CC1=CC=C(CCN[S](=O)(=O)C2=CC=C(Cl)C=C2)C=C1
2071	[O-][N+](=O)C1=CC(=CC=C1)[S](=O)(=O)NCCN[S](=O)(=O)C2=CC=CC(=C2)[N+]([O-])=O
2072	CC1=C(NC(=O)C2=CC=CC(=C2)NC(=O)NC3=CC=CC(=C3)C(=O)NC4=CC(=CC=C4C)C(=O)NC5=CC=C(C6=C5C(=CC(=C6)[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O)C=C(C=C1)C(=O)NC7=CC=C(C8=CC(=CC(=C78)[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O
2073	O[S](=O)(=O)C1=CC2=C([NH]C(=N2)C3=CC=CC=C3)C=C1
2074	CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=CC=C2.CCN(CC)CCOC(=O)C3(CCCC3)C4=CC=CC=C4.O[S](=O)(=O)CC[S](O)(=O)=O
2075	CCN(CCO)CCCC(C)NC1=CC=NC2=CC(=CC=C12)Cl.O[S](O)(=O)=O
2076	NCC1OC(OC2C(N)CC(N)C(O)C2OC3OC(CO)C(O)C3O)C(N)C(O)C1O.O[S](O)(=O)=O
2077	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O[S](O)(=O)=O
2078	CC(CC(C(N)=O)(C1=CC=CC=C1)C2=CC=CC=C2)N(C)C.O[S](O)(=O)=O
2079	NNCCC1=CC=CC=C1.O[S](O)(=O)=O
2080	NC(=N)NCCN1CCCCCCC1.O[S](O)(=O)=O.O[S](O)(=O)=O
2081	CCNC1CC(N)C(OC2OC(=CCC2N)CN)C(O)C1OC3OCC(C)(O)C(NC)C3O.CCNC4CC(N)C(OC5OC(=CCC5N)CN)C(O)C4OC6OCC(C)(O)C(NC)C6O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O
2082	C[S](=O)(=O)C1=CC=C(C=C1)C(O)C(CF)NC(=O)C(Cl)Cl
2083	C[S](=O)(=O)OCCCCO[S](C)(=O)=O
2084	O=C(C[S](=O)CC1=CC=CO1)NC\C=C/COC2=NC=CC(=C2)CN3CCCCC3
2085	NC(=O)C[S](=O)C(C1=CC=CC=C1)C2=CC=CC=C2
2086	COC1=CC(=CC(=C1OC)C(O)=O)[S](N)(=O)=O
2087	COC(=O)C1=C(OC)C=CC(=C1)[S](N)(=O)=O
2088	N[S](=O)(=O)C1=CC=C(Cl)C(=C1)[S](N)(=O)=O
2089	N[S](=O)(=O)C1=CC=C(C=C1)C(O)=O
2090	N[S](=O)(=O)C1=CC=C(NC(=O)CCC(O)=O)C=C1
2091	CC(=O)NC1=NN=C(S1)[S](N)(=O)=O
2092	CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)[S](N)(=O)=O)C(O)=O
2093	N[S](=O)(=O)C1=CC=C(C=C1)N2CCCC[S]2(=O)=O
2094	NC(COC(=O)C=[N+]=[N-])C(O)=O
2095	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(O)=O
2096	CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N2CCCC2C(O)=O
2097	CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(O)=O
2098	CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O
2099	CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O.CC4(C)SC5C(NC(=O)CC6=CC=CC=C6)C(=O)N5C4C(O)=O.C(CNCC7=CC=CC=C7)NCC8=CC=CC=C8
2100	CCCCC1=NC=C(\C=C(CC2=CC=CS2)\C(O)=O)[N]1CC3=CC=C(C=C3)C(O)=O.C[S](O)(=O)=O
2101	OC(=O)CC(=C\C(O)=O)/C(O)=O
2102	NC(CSCC(O)=O)C(O)=O
2103	CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CC(C)C)C(C)C)C(C)C)C(O)CC(O)=O
2104	OC(=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1O
2105	NC1=CC=C(C=C1)C(O)=O
2106	NC1=C(C=CC=C1)C(O)=O
2107	OC(=O)C1=CN=C(O)C=C1
2108	CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N2C(CN(C)C2=O)C(O)=O
2109	OC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2
2110	OC(=O)CC1=CC=CC=C1
2111	OC(=O)CCCCC(O)=O
2112	CC(S)C(=O)NCC(O)=O
2113	OC(C1=CC=CC=C1)C(=O)C2=CC=CC=C2
2114	CN1C2CCC(C)(C)C1CC(C2)OC(=O)C(O)(C3=CC=CS3)C4=CC=CS4
2115	CCOC(=O)C(O)C1=CC=CC=C1
2116	CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2
2117	CC(C(O)C1=CC=C(O)C=C1)N2CCC(CC2)CC3=CC=CC=C3
2118	OC(C1CCNCC1)(C2=CC=CC=C2)C3=CC=CC=C3
2119	OC(CCCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3
2120	NCCC(O)([P](O)(O)=O)[P](O)(O)=O
2121	OC(CCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3
2122	NCC(O)C1=CC=C(O)C=C1
2123	OCC(O)CN1CCN(CC1)C2=CC=CC=C2
2124	COC1=C(C=CC=C1)N2CCN(CC2)CC(O)COC3=CC(=C(OC)C(=C3)OC)OC
2125	OC(C[N]1C=NC=N1)(C[N]2C=NC=N2)C3=C(F)C=C(F)C=C3
2126	CNCC(O)C1=CC=C(O)C=C1
2127	CCCCCCCCCCCCCCCCCCOCC(O)CO
2128	CCOC(=O)NC(O)C(Cl)(Cl)Cl
2129	CCCCN1CC(O)C(O)C(O)C1CO
2130	OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
2131	OC1=C(O)C(=O)C(=C(O)C1=O)O
2132	CN1C(=C(O)C2=C(C=CC=C2)[S]1(=O)=O)C(=O)NC3=NC=CC=C3
2133	CN1C(=C(O)C2=C(C=CS2)[S]1(=O)=O)C(=O)NC3=CC=CC=N3
2134	OC1(CCNCC1)C2=CC=C(Cl)C=C2
2135	OC1(CCNCC1)C2=CC=CC=C2
2136	COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C
2137	CC1=NC(=C(Cl)C(=C1Cl)O)C
2138	CC1=CC=C2C(=CC(=C(O)C2=N1)Cl)Cl
2139	CC1=C(O)C(=C(CO)C=N1)CO
2140	CC(C)C1=CC(=C(C)C=C1O)Cl
2141	CC(C)(C)NCC(O)C1=CC(=CC(=C1)O)O.CC(C)(C)NCC(O)C2=CC(=CC(=C2)O)O.O[S](O)(=O)=O
2142	CC(C)NCC(O)C1=CC(=CC(=C1)O)O.CC(C)NCC(O)C2=CC(=CC(=C2)O)O.O[S](O)(=O)=O
2143	CCCCCCC1=C(O)C=C(O)C=C1
2144	CC(C)N(CCC(C1=CC=CC=C1)C2=C(O)C=CC(=C2)C)C(C)C
2145	CC(N)(CC1=CC=C(O)C=C1)C(O)=O
2146	NC(CC1=CC=C(O)C=C1)C(O)=O
2147	CC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O
2148	CCOC(=O)C1=CC=C(O)C=C1
2149	CCCCOC(=O)C1=CC=C(O)C=C1
2150	CCC(C)(C)C1=CC=C(O)C=C1
2151	OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O
2152	OC1=CC=C(C=C1)[S](O)(=O)=O
2153	CC(=O)NC1=C(O)C=CC(=C1)[As](O)(O)=O
2154	CC(N)C(O)C1=CC=C(O)C(=C1)O
2155	NCC(O)C1=CC=C(O)C(=C1)O.OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O
2156	CNCC(=O)C1=CC=C(O)C(=C1)O
2157	CCOC(=O)C1=CC(=C(O)C=C1)O
2158	CC1OC(OCC2OC(OC3=C(OC4=C(C(=CC(=C4)O)O)C3=O)C5=CC(=C(O)C=C5)O)C(O)C(O)C2O)C(O)C(O)C1O
2159	CCN(CC)C(=O)C1=CC(=C(O)C=C1)OC
2160	COC1=C(O)C=CC(=C1)C=O
2161	CN(C)CCC1=CC=C(O)C=C1
2162	NCCC1=CC=C(O)C=C1
2163	NCCC1=CC(=C(O)C=C1)O
2164	CC1=C(Cl)C=CC(=C1)O
2165	OC1=CC=C(Cl)C=C1
2166	CCC(=O)NC1=CC=C(O)C=C1
2167	CC(=O)NC1=CC=C(O)C=C1
2168	CC(=O)NC1=CC=CC(=C1)O
2169	OC1=CC(=CC=C1)O
2170	OC1=CC=CC=C1
2171	CCOC(=O)C1=C(O)C=CC=C1
2172	CCCCC(CC)COC(=O)C1=C(O)C=CC=C1
2173	OC1=CC=CC=C1C2=NN=CO2
2174	OC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O
2175	NC1=CC(=C(C=C1)C(=O)OC2=CC=CC=C2)O
2176	CC(CCC1=CC=C(O)C=C1)NCCC2=CC(=C(O)C=C2)O
2177	CCCN(CCC1=CC=CS1)C2CCC3=C(O)C=CC=C3C2
2178	OC1=C2C(=O)C3=C(O)C=CC=C3CC2=CC=C1
2179	OC1=CC=CC=C1C=NCC2=CC=CC=C2
2180	OC1=C(C=CC=C1)C(=O)OC2=CC=CC=C2
2181	OC1=NC=NC2=C1C=N[NH]2
2182	CC12CCC3C(CCC4=C3C=CC(=C4)O)C1CC(O)C2O
2183	CC12CCC3C(CCC4=C3C=CC(=C4)O)C1CCC2=O
2184	OC1=CC=CC2=C1C(=O)C3=C(O)C=CC=C3C2=O
2185	OCC1OC(C(O)C1O)[N]2C=NC3=C2N=CN=C3O
2186	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO
2187	CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO
2188	CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
2189	CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)CO)C4(C)CC(=O)C23
2190	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO
2191	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
2192	CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C23
2193	CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO
2194	CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14
2195	CC12C=CC(=O)C=C1C(F)CC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C23
2196	CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
2197	CCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO
2198	CCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO
2199	CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO
2200	CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO
2201	CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO
2202	CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
2203	NC1=NC(=O)C2=C(N1)[N](CCC(CO)CO)C=N2
2204	NC1=NC2=C(N=C[N]2COC(CO)CO)C(=O)N1
2205	NC(CO)(CO)CO
2206	NC(CO)(CO)CO.OC(=O)C1CC[N]2C1=CC=C2C(=O)C3=CC=CC=C3
2207	CN1C(=O)N(C)C2=C([N](CC(O)CO)C=N2)C1=O
2208	CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(=C(I)C(=C1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO)C2=C(I)C(=C(I)C(=C2I)C(=O)NCC(O)CO)C(=O)NCC(O)CO
2209	CC(=O)N(CC(O)CO)C1=C(I)C(=C(I)C(=C1I)C(=O)NCC(O)CO)C(=O)NCCO
2210	OCCN(C(=O)CO)C1=C(I)C(=C(I)C(=C1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO
2211	CC(=C)C(=O)OCC(O)CO
2212	CCCCCCCC(=O)OCC(O)CO
2213	CC1=CC=CC=C1OCC(O)CO
2214	COC1=CC=CC=C1OCC(O)CO
2215	OCC(O)CS
2216	CC(C)(C)NCC(O)C1=CC=C(O)C(=C1)CO
2217	OCC1=C(Cl)C=C(Cl)C=C1
2218	OCC1=CC=CC=C1O
2219	OCC1=NC=CC=C1
2220	OCC1=CC=CN=C1
2221	CC1OC(OC2C(O)C(O)C(OC2CO)OC3C(O)C(O)C(O)OC3CO)C(O)C(O)C1NC4C=C(CO)C(O)C(O)C4O
2222	CCCCC1=NC(=C(CO)[N]1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[NH]4)Cl
2223	OCCCC1=CC=CC=C1
2224	NC(CSCCCO)C(O)=O
2225	OCCN1CC(O)C(O)C(O)C1CO
2226	OCCNC(=O)\C=C\C1=CC=CC=C1
2227	CC1=[N+]([O-])C2=C(C=CC=C2)[N+](=C1C(=O)NCCO)[O-]
2228	OCCOC1=CC=CC=C1
2229	CCCCCCCCCCCCOCCO
2230	OCCOCCN1CCN(CC1)C2=NC3=C(SC4=C2C=CC=C4)C=CC=C3
2231	OCCSCCO
2232	OC(=O)C1=C(O[P](O)(O)=O)C=CC=C1
2233	O[P](O)(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3
2234	NCCCNCCS[P](O)(O)=O
2235	COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)[S](O)(=O)=O
2236	NC1=CC(=C(C=C1)C=CC2=C(C=C(N)C=C2)[S](O)(=O)=O)[S](O)(=O)=O
2237	O[S](=O)(=O)NC1CCCCC1
2238	COC1=C(OC)C(=CC(=C1)C(=S)N2CCOCC2)OC
2239	COC1=CC(=CC=C1O)C(=S)N2CCOCC2
2240	CCOC(=O)N1C=CN(C)C1=S
2241	CCCC1=CC(=O)NC(=S)N1
2242	CN1C=CNC1=S
2243	SC1=CC=CC=C1Cl
2244	CC1=CC(=C(O)C=C1)C(C)(C)C
2245	[Br-].CCCCCCCCCCCCCC[N+](C)(C)C
2246	C[N+]1=CC2=C(C=CC3=C2OCO3)C4=C1C5=C(C=C4)C=C6OCOC6=C5
2247	Cl.CC(N)COC1=C(C)C=CC=C1C
2248	Cl.CC(NCCC(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3
2249	Cl.Cl.FC1=CC=C(C=C1)C(OCCN2CCN(CCCC3=CC=CC=C3)CC2)C4=CC=C(F)C=C4
2250	OC1=C([Hg]Cl)C=CC=C1
2251	CCCCCCCCCCCC(=O)NCCCN(C)C
2252	CO.COC1=C(Cl)C=C(Cl)C(=C1)NC2=C(C=NC3=CC(=C(OC)C=C23)OCCCN4CCN(C)CC4)C#N
2253	CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F
2254	COC1=CC=C(CCN2CCC(CC2)NC3=NC4=CC=CC=C4[N]3CC5=CC=C(F)C=C5)C=C1
2255	CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O
2256	[Br-].CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
2257	[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
2258	[Cl-].CC1=CC(=CC=C1C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2
2259	[Hg++].CC([O-])=O.CC([O-])=O
2260	[I-].CCN1C(SC2=C1C=CC=C2)=CC=CC=CC3=[N+](CC)C4=C(S3)C=CC=C4
2261	CCCN(CCC)C1=C(C(=C(C=C1[N+]([O-])=O)C(F)(F)F)N)[N+]([O-])=O
2262	CCCCCCCCCCCC[N+]1=CC2=C(C=CC=C2)C=C1.CC3=CC=C(C=C3)[S]([O-])(=O)=O
2263	CCCCCCCCNC(C)C(O)C1=CC=C(SC(C)C)C=C1
2264	Cl.COC(=O)C1=C(C)NC(=C(C1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)OCCN(C)CC3=CC=CC=C3)C
2265	Cl.CCCOC1=C(Br)C(=C(S1)C(=O)N2CCC(CC2)C3=CC(=CC=C3F)CN)C
2266	Cl.Cl.COC1=CC=C(CC(N)C(=O)NC2C(O)C(OC2CO)[N]3C=NC4=C3N=CN=C4N(C)C)C=C1
2267	ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
2268	COC1=CC=C2C(C(C3=CC=CC=C3)C(C)(C)OC2=C1)C4=CC=C(OCCN5CCCC5)C=C4
2269	NC1=NC(=C2N=C(C3=CC=CC=C3)C(=NC2=N1)N)N
2270	O=C1C=CC(=O)N1C2=CC=CC=C2
2271	OC1=CC=CC(=C1)C2=C3CCC(=N3)C(=C4[NH]C(=C(C5=CC(=CC=C5)O)C6=NC(=C(C7=CC=C2[NH]7)C8=CC(=CC=C8)O)C=C6)C=C4)C9=CC(=CC=C9)O
2272	[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
2273	OC1=CC=C(C2=C1C(=O)C3=C(C2=O)C(=CC=C3O)[N+]([O-])=O)[N+]([O-])=O
2274	CCC(C)C1OC2(CC3CC(C\C=C(C)\C(OC4CC(OC)C(OC5CC(OC)C([NH2+]C)C(C)O5)C(C)O4)C(C)/C=C/C=C/6COC7C(O)C(=CC(C(=O)O3)C67O)C)O2)C=CC1C.[O-]C(=O)C8=CC=CC=C8
2275	OC1=C(Br)C2=C(C=C1Br)C3(OC(=O)C4=CC=CC=C34)C5=CC(=C(O)C(=C5O2)Br)Br
2276	CC1=C(C=C(C(=C1)O)C(C)(C)C)C(C)(C)C
2277	CCCC(C1=CC(=C(O)C=C1C)C(C)(C)C)C2=CC(=C(O)C=C2C)C(C)(C)C
2278	CCC1=CC(=C(O)C(=C1)C(C)(C)C)CC2=C(O)C(=CC(=C2)CC)C(C)(C)C
2279	CC1=C(SC2=CC(=C(O)C=C2C)C(C)(C)C)C=C(C(=C1)O)C(C)(C)C
2280	CC(C)CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1
2281	CC(=C\C=O)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
2282	CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C(=O)NC2=CC=C(O)C=C2)C(C)(C)CCC1
2283	CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(C)(C)O2
2284	CC1(C)CNC(NC1)=N\N=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)\C=C\C3=CC=C(C=C3)C(F)(F)F
2285	CC1=NC(=CC(=N1)NC2=NC=C(S2)C(=O)NC3=C(C)C=CC=C3Cl)N4CCN(CCO)CC4
2286	Cl.CNCCCC12CCC(C3=C1C=CC=C3)C4=C2C=CC=C4
2287	CCN(CC)CCOC1=CC=C(C=C1)C(O)(CC2=CC=C(Cl)C=C2)C3=CC=C(C)C=C3
2288	FC1=CC=C(C=C1)C(CCCN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4)C5=CC=C(F)C=C5
2289	CCC(/C1=CC=CC=C1)=C(C2=CC=CC=C2)/C3=CC=C(OCCN(C)C)C=C3.OC(=O)CC(O)(CC(O)=O)C(O)=O
2290	CC12OC(CC1(O)CO)[N]3C4=C(C=CC=C4)C5=C3C6=C(C7=C5C(=O)NC7)C8=C(C=CC=C8)[N]26
2291	[Br-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
2292	[Cl-].CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1
2293	CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C5=CC=CC=C5Br
2294	CC1CCC2(OC1)OC3C(O)C4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC%10OC(CO)C(O)C(OC%11OC(CO)C(O)C(O)C%11O)C%10O)C(O)C7O)C(O)CC6(C)C5CCC4(C)C3C2C
2295	CCP(|[Au]SC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)(CC)CC
2296	CO\N=C/1CC2(CC3CC(C\C=C(C)\CC(C)\C=C\C=C\4COC5C(O)C(=CC(C(=O)O3)C45O)C)O2)OC(C1C)\C(C)=C\C(C)C
2297	CCN(CC)C1=CC=C(C=C1)C(C2=CC=CC=C2)=C3C=CC(C=C3)=[N+](CC)CC.O[S]([O-])(=O)=O
2298	CC(O)=O.CC(O)=O.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
2299	[O-][N+](=O)C1=CC(=C(Cl)C(=C1Cl)[N+]([O-])=O)C(F)(F)F
2300	C/C=C/C(=O)OC1=C(C=C(C=C1CCCCCC(C)C)[N+]([O-])=O)[N+]([O-])=O
2301	CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC3C(O)CC(OC3C)OC4CCC5(C)C(CCC6C5CCC7(C)C(CCC67O)C8=CC(=O)OC8)C4
2302	CCCCCCCCCCCCN(CCO)CCO
2303	[Cl-].CCCCCCCCCCCCCCCC[N]1C=C[N+](=C1)C
2304	O[N+]([O-])=O.ClC1=CC=C(COC(C[N]2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=C1
2305	CCC(C)NC1=CC=C(NC(C)CC)C=C1
2306	OC1=C(C=C(Cl)C=C1)C(=O)NC2=CC=C(C=C2Cl)[N+]([O-])=O
2307	CCC1OC2(CCC1C)CC3CC(C\C=C(C)\CC(C)\C=C\C=C\4COC5C(O)C(=CC(C(=O)O3)C45O)C)O2
2308	CCC1(O)CC2CN(CCC3=C([NH]C4=C3C=CC=C4)C(C2)(C(=O)OC)C5=CC6=C(C=C5OC)N(C=O)C7C(O)(C(OC(C)=O)C8(CC)C=CCN9CCC67C89)C(=O)OC)C1
2309	CC1=CC=C(C=C1)C(=O)C2=CC(=C(O)C(=C2)[N+]([O-])=O)O
2310	[Br-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
2311	CC=O
2312	FC1=CC=CC(=C1)C[N]2C(=CC3=CC(=CC=C23)F)C(=O)NC4=CC=C5[NH]C=CC5=C4
2313	CC(=O)OC1=C(C=CC=C1)C(=O)NC2=NC=C(S2)[N+]([O-])=O
2314	COC1=CC(=C(OC)C=C1Cl)C2=C(CCC3CCCCC3)SC(=N2)NC(=O)C4=CC5=CC(=CC(=C5[N]4CC(O)=O)C)C.OC(=O)C(F)(F)F
2315	CCCCCCCCCCCCCC[N]1C=C[N+](=C1)C.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F
2316	CCCCCCCCOC(=O)C1=CC(=C(O)C(=C1)O)O
2317	[Cl-].CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC
