smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
CC12CCCC(C)(C1CCC34CC(C(CC23)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC7OC(CO)C(O)C(O)C7O)C(=C)C4)C(=O)OC8OC(CO)C(O)C(O)C8O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC12CCCC1C3CCC4CC(O)CCC4(C)C3CC2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CC12CCCC=C1C(=O)OC2=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC12NC(CC3=C1C=CC=C3)C4=C2C=CC=C4.OC(=O)\C=C/C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
CC12OC(CC1(O)CO)[N]3C4=C(C=CC=C4)C5=C3C6=C(C7=C5C(=O)NC7)C8=C(C=CC=C8)[N]26,0.0,,,1.0,,,,,,,1.0,1.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC1=C(Br)C(=C(NC(=O)CN(CC(O)=O)CC(O)=O)C(=C1)C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(Br)C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(Br)C=CS1,,,,,,,,0.0,,0.0,,
CC1=C(C(=C(C(=C1[N+]([O-])=O)C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1=C(C(=CC=C1)C)[N+]([O-])=O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C(=NC(=N1)N)N)C2=CC(=C(Cl)C=C2)Cl,,,,,,,,1.0,,0.0,,
CC1=C(C(=O)NC2=CC=CC=C2)[S](=O)(=O)CCO1,0.0,0.0,0.0,,,0.0,,1.0,0.0,,,1.0
CC1=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(=C(C)N1)[P]3(=O)OCC(C)(C)CO3)C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0
CC1=C(C(Cl)=O)C(=NO1)C2=C(Cl)C=CC=C2Cl,,,,,,,,0.0,,0.0,,
CC1=C(C(Cl)=O)C(=NO1)C2=CC=CC=C2,,,,,,,,0.0,,0.0,,
CC1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(C)C(=C(C)O1)C(=O)NC2=CC=CC=C2,0.0,0.0,1.0,1.0,,0.0,,1.0,0.0,0.0,1.0,0.0
CC1=C(C)C(=CC=C1)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C)C(=CC=C1)NC2=C(C=CC=C2)C(O)=O,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
CC1=C(C)C(=CC=C1)NC2=NC(=NC(=C2)Cl)SCC(O)=O,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
CC1=C(C)C(=CC=C1)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C)C(=CC=C1)OCC(O)CNC(C)(C)C,,,,,,,,0.0,,0.0,,
CC1=C(C)C(=O)C(=C(C)C1=O)C(CCCCCC(O)=O)C2=CC=CC=C2,,,,,,,,1.0,,0.0,,
CC1=C(C)C(=O)C(=C(C)C1=O)CCCCC#CCCCC#CCO,0.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,,0.0
CC1=C(C)C2=CC=CC=C2C=C1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C)C=C(C=O)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C)C=C(O)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C)C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C)[S](=O)(=O)CC[S]1(=O)=O,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CC1=C(C2=C(C=C1)N=C(S2)C3=CC=C(N)C=C3)[S](O)(=O)=O,,0.0,1.0,,1.0,0.0,,,1.0,,,
CC1=C(C2=C(O1)C(=CC=C2)NC(=O)C3=C(Cl)C=CC=C3Cl)C(C)(C)O,0.0,0.0,1.0,1.0,,0.0,,,0.0,0.0,1.0,0.0
CC1=C(C2=CC=C(C=C2)[S](N)(=O)=O)C(=NO1)C3=CC=CC=C3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(C2=CN=CC=C2)C3=C(C=CC=C3)[N]1CCCCC(O)=O,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(C=C(Br)C(=C1Br)O)C2(O[S](=O)(=O)C3=C2C=CC=C3)C4=C(C)C(=C(O)C(=C4)Br)Br,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0
CC1=C(C=C(C#N)C(=O)N1)C2=CC=NC=C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=C(C(=C1)O)C(C)(C)C)C(C)(C)C,0.0,,0.0,,,,,,,,1.0,
CC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=C(C=C1C(N)=O)[N+]([O-])=O)[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=C(N)C=C1)[N+]([O-])=O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=C2C(=C1[N+]([O-])=O)C(C)(C)CC2(C)C)[N+]([O-])=O,0.0,0.0,,1.0,,1.0,0.0,,,0.0,,0.0
CC1=C(C=CC(=C1)C(O)=O)[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=CC=C1)C(O)=O,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=CC=C1)N2C(=NC3=CC=CC=C3C2=O)C,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
CC1=C(C=CC=C1)N2C(=O)C3=C(C=CC(=C3)N)N=C2CF,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
CC1=C(C=CC=C1)N=NC2=CC(=C(N)C=C2)C,0.0,0.0,1.0,,1.0,,,1.0,1.0,0.0,,
CC1=C(C=CC=C1)N=O,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
CC1=C(C=CC=C1)[S](N)(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(C=CC=C1C(O)=O)[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CC1=C(C=CC=C1COC(=O)C2C(\C=C(Cl)\C(F)(F)F)C2(C)C)C3=CC=CC=C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(C=CC=C1Cl)[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=CC=C1N=C=O)N=C=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(O)CN3CC4CCCCC4CC3C(=O)NC(C)(C)C.C[S](O)(=O)=O,0.0,,0.0,,,,,,0.0,1.0,1.0,
CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=CO1)C(=O)NC2=CC=C(C=C2)C(=O)N3CCC(F)(F)C(=C\C(=O)N4CCC(CC4)N5CCCCC5)/C6=C3C=CC=C6.CC7=C(C=CO7)C(=O)NC8=CC=C(C=C8)C(=O)N9CCC(F)(F)C(=C\C(=O)N%10CCC(CC%10)N%11CCCCC%11)/C%12=C9C=CC=C%12.OC(=O)\C=C\C(O)=O,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,0.0,,1.0,,0.0,0.0,0.0,1.0,1.0,,1.0,0.0
CC1=C(C=O)C(C)(C)CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=O)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C=O)C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC1=C(CC#N)[N]2C=CC=C(OCC3=CC=CC=C3)C2=N1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC1=C(CC(=O)C2=C(C=CS2)[S](=O)(=O)NC3=C(Cl)C(=NO3)C)C=C4OCOC4=C1,,,,,,,,,,0.0,,
CC1=C(CC2=NCCN2)C3=C(S1)C=CC=C3.OC(=O)C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC1=C(CC2CCC3=C(C)C4=C(C=CC=C4)[N]3C2=O)N=C[NH]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
CC1=C(CC=O)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(CCC(=O)C2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C(O1)C4=CC=CC=C4,,,,,,,,1.0,,0.0,,
CC1=C(CCCl)SC=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(CCN)C2=C([NH]1)C=CC(=C2)O.OC(=O)\C=C/C(O)=O,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(CCN2CCC(CC2)=C(C3=CC=C(F)C=C3)C4=CC=C(F)C=C4)C(=O)N5C=CSC5=N1,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC1=C(CCN2CCC(CC2)C(=O)C3=CC=C(F)C=C3)C(=O)N4C=CC=CC4=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC1=C(CCN2CCC(CC2)C(=O)C3=CC=C(F)C=C3)C(=O)N4CCSC4=N1,,,,,,,,,,0.0,,
CC1=C(CCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)C(=O)N5CCCCC5=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC1=C(CCN2CCC(CC2)C3=NOC4=CC(=CC=C34)F)C(=O)N5CCCC(O)C5=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(CCO)SC=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(CCOC2=CC=C(CC(NC3=C(C=CC=C3)C(=O)C4=CC=CC=C4)C(O)=O)C=C2)N=C(O1)C5=CC=CC=C5,0.0,,0.0,,,0.0,1.0,,,,,
CC1=C(CCOC2=CC=CC3=C2C=C[N]3CCC(O)=O)N=C(O1)C4=CC=CC=C4,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,,
CC1=C(CNC2=NC=NC3=C2N=C[N]3C4OC(CO)C(O)C4O)C=CC=C1,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0
CC1=C(COC(C)(C)C(O)=O)OC(=N1)C2=CC=C(Cl)C=C2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CC1=C(C[N]2C=CN=C2)C3=C(C=CC=C3)[N]1CCC(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(Cl)C(=C(Cl)C=C1)N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC1=C(Cl)C(=CC(=C1)O)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(Cl)C(=O)OC2=C1C=CC(=C2)O,,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0
CC1=C(Cl)C(=O)OC2=CC(=CC=C12)O[P](=O)(OCCCl)OCCCl,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CC1=C(Cl)C=C(C(=C1)N)[S](O)(=O)=O,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(Cl)C=C(N)C(=C1)[S](O)(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(Cl)C=C(N)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(Cl)C=C2N(CCC2=C1)C(=O)NC3=C4C=CC=CC4=NC=C3,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
CC1=C(Cl)C=CC(=C1)O,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1=C(Cl)C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(Cl)C=CC=C1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(Cl)C=CC=C1NC2=C(C=CC=C2)C(O)=O,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0
CC1=C(F)C(=C(COC(=O)C2C(\C=C(Cl)\C(F)(F)F)C2(C)C)C(=C1F)F)F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(N)C(=CC=C1)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N)C(=CC=C1)N,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
CC1=C(N)C(=CC=C1)O,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0
CC1=C(N)C=C(C=C1)C(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N)C=C(C=C1)[N+]([O-])=O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N)C=C(N)C=C1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
CC1=C(N)C=CC(=C1)CC2=CC(=C(N)C=C2)C,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N)C=CC(=C1)C[N]2C=NC3=C2CC(N(C3)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5)C(O)=O.OC(=O)C(F)(F)F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N)C=CC(=C1)Cl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(N)C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N)C=CC=C1C(F)(F)F,,,,,,,,0.0,,0.0,,
CC1=C(N)C=CC=C1Cl,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N)C=CC=C1N,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1=C(N)C=CC=C1[N+]([O-])=O,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,,,,,,,,0.0,,0.0,,
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=C(O)C=C3)C2=O)C(O)=O,,,,,,,,1.0,,0.0,,
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,,,,,,,,,,0.0,,
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(N=C[NH]1)C2=CC=C(Cl)C=C2,,,,,,,,0.0,,0.0,,
CC1=C(NC(=N)NC(N)=N)C=CC=C1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(NC(=N)NC2=CC=CC=C2C)C=CC=C1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(NC(=O)C2=CC(=C(Cl)C=C2O)[S](N)(=O)=O)C(=CC=C1)C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(NC(=O)C2=CC=CC(=C2)NC(=O)NC3=CC=CC(=C3)C(=O)NC4=CC(=CC=C4C)C(=O)NC5=CC=C(C6=C5C(=CC(=C6)[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O)C=C(C=C1)C(=O)NC7=CC=C(C8=CC(=CC(=C78)[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C(NC(=O)CC23CCCN2CCC3)C(=CC=C1)C,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(NC(=O)CN(CC(O)=O)CC(O)=O)C(=CC=C1)C,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(NC(=O)CN2CCCCCC2)C(=CC=C1)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl,0.0,,1.0,,,0.0,0.0,,0.0,,1.0,0.0
CC1=C(NC2=NCCCS2)C(=CC=C1)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(O)C(=C(C)C(=C1)O)C,,,,,,,,,,0.0,,
CC1=C(O)C(=C(CO)C=N1)C=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC1=C(O)C(=C(CO)C=N1)CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(O)C(=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C)C,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,,1.0,1.0
CC1=C(O)C(=CC(=C1)C(C)(C)C2=CC(=C(O)C(=C2)C)C)C,0.0,,0.0,,1.0,1.0,,,0.0,0.0,,1.0
CC1=C(O)C(=CC(=C1)CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(=C(O)C(=C2)C)C(C)(C)C)C(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,0.0,,0.0,,,0.0,,1.0,,0.0,1.0,1.0
CC1=C(O)C(=CC=C1)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(O)C(=CC=C1)C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(O)C(=O)C=CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(O)C(=O)CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
CC1=C(O)C2=CC=CC=C2C(=C1)O,,,,,,,,,,1.0,,
CC1=C(O)C=C(N)C=C1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
CC1=C(O)C=CC(=C1)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1=C(O)C=CC(=C1)O,0.0,0.0,1.0,,0.0,0.0,,1.0,,0.0,0.0,
CC1=C(O)C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(O)C=CC=C1O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(OCC(F)(F)F)C=CN=C1C[S](=O)C2=NC3=CC=CC=C3[NH]2,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC1=C(OCC(O)=O)C=CC(=C1)Cl,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
CC1=C(OCC(O)=O)C=CC(=C1)SCC2=C(C)N=C(S2)C3=CC=C(C(=C3)F)C(F)(F)F,0.0,0.0,,,0.0,0.0,1.0,,0.0,,,
CC1=C(OCC(O)=O)C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(OCC(O)CNCCOC2=CC=C(C=C2)C(N)=O)C=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC1=C(OCCCC(O)=O)C=CC(=C1)Cl,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C(O[P](=O)(OC2=C(C)C=CC=C2)OC3=C(C)C=CC=C3)C=CC=C1,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,0.0
CC1=C(S)C=CO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CC1=C(SC2=CC(=C(O)C=C2C)C(C)(C)C)C=C(C(=C1)O)C(C)(C)C,0.0,,,,,,,,,1.0,1.0,
CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
CC1=C(SSC2=C(C)OC=C2)C=CO1,0.0,,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,1.0
CC1=C([N](N=C1C(=O)NN2CCCCC2)C3=CC=C(Cl)C=C3Cl)C4=CC=C(Cl)C=C4,0.0,,,0.0,0.0,0.0,,,0.0,,1.0,
CC1=C(\C=C\C(C)=C/C=C/C(C)=C/C(O)=O)C(C)(C)CCC1,0.0,0.0,0.0,,,0.0,1.0,,0.0,0.0,,0.0
CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C(=O)NC2=CC=C(O)C=C2)C(C)(C)CCC1,0.0,0.0,0.0,,,0.0,,,,,1.0,
CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)(C)CCC1,0.0,0.0,,0.0,,1.0,1.0,,,1.0,1.0,
CC1=C2C(=CC3=C4C2=C(C(=C1)O)C(=O)C5=C4C(=C(O)C=C5O)C(=O)C3(C)C)O,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0
CC1=C2C(=O)C3=C(C(=C(O)C(=C3O)C4OC(CO)C(O)C(O)C4O)O)C(=O)C2=CC(=C1C(O)=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC1=C2C=C3C=CC4=C5C(=CC=C4)C=CC(=C35)C2=CC=C1,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0
CC1=C2C=CC3=C(C=CC=C3)C2=CC=C1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=C2C=CC=CC2=C(C)C3=C4C=CC=CC4=CC=C13,0.0,0.0,1.0,,1.0,,,1.0,0.0,1.0,,1.0
CC1=C2C=CC=CC2=CC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C2C=CC=NC2=C(O)C=C1,0.0,0.0,0.0,,,0.0,,1.0,0.0,1.0,0.0,1.0
CC1=C2C=CN=CC2=C(C)C3=C1[NH]C4=C3C=CC=C4,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,,1.0
CC1=C2CCC3=C4C=CC5=CC=CC=C5C4=CC(=C23)C=C1,0.0,0.0,1.0,,,,,1.0,0.0,,1.0,0.0
CC1=C2N=C(C3=CC=CC=C3Cl)C4=C(NC2=N[NH]1)C=CC(=C4)[N+]([O-])=O,0.0,0.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0
CC1=C2O[Hg]C2=C(C=C1)[N+]([O-])=O,,,,,,,,,,1.0,,
CC1=C2[N]3C=NN=C3SC2=CC=C1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
CC1=CC(=C(C(=C1)C)C(=O)[P](=O)(C(=O)C2=C(C)C=C(C)C=C2C)C3=CC=CC=C3)C,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
CC1=CC(=C(C(=C1)C)C(=O)[P](=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,,0.0,0.0,,,0.0,,,0.0,1.0,1.0,0.0
CC1=CC(=C(C(=C1)C)C(O)=O)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=CC(=C(C(=C1)C)C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)C,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
CC1=CC(=C(C)C(=C1)C)C,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=CC(=C(C)C(=C1)C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1=CC(=C(C)C=C1)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
